tiers,pos,name,bye,rk,team,sos,ecr_vs_adp,player_id,ppr_rank,avg_draft_pos,pos_diff,ppr_auc_value,avg_auc_value,auc_diff
7,TE,Adam Shaheen,14,69,MIA,4,,4198676,1377,169,-1208,0,0,0
7,TE,Nick Vannett,6,70,NO,4,,2576399,1113,169,-944,0,0,0
7,TE,Josh Oliver,8,71,BAL,4,,3921690,1062,169,-893,0,0,0
7,TE,Ross Dwelley,6,72,SF,4,,3120303,1092,169,-923,0,0,0
7,RB,Carlos Hyde,7,56,JAC,4,34,16777,178,168,-10,0,0,0
7,RB,Joshua Kelley,7,67,LAC,4,16,3910544,334,170,-164,0,0,0
7,RB,Malcolm Brown,14,54,MIA,4,15,2570986,173,167,-6,1,0,-1
7,RB,Salvon Ahmed,14,58,MIA,4,12,4243315,293,170,-123,0,0,0
7,RB,Darrynton Evans,13,63,TEN,3,10,4036431,266,171,-95,0,0,0
7,RB,Boston Scott,14,66,PHI,3,9,3051439,295,170,-125,0,0,0
7,RB,Justin Jackson,7,64,LAC,4,8,3116136,290,170,-120,0,0,0
7,RB,Jerick McKinnon,12,68,KC,4,6,16782,403,170,-233,0,0,0
7,RB,Darrel Williams,12,53,KC,4,4,3115375,284,170,-114,0,0,0
7,RB,Tarik Cohen,10,55,CHI,3,3,3066158,273,171,-102,0,0,0
7,RB,Damien Williams,10,57,CHI,3,3,17359,280,170,-110,0,0,0
7,RB,Kenneth Gainwell,14,59,PHI,3,3,4371733,339,170,-169,0,0,0
7,RB,Mark Ingram II,10,65,HOU,4,-4,13981,205,169,-36,0,0,0
7,RB,Benny Snell Jr.,7,71,PIT,5,-4,4035072,435,170,-265,0,0,0
7,RB,Rhamondre Stevenson,14,61,NE,3,-6,4569173,270,169,-101,0,0,0
7,RB,Ty Johnson,6,69,NYJ,4,-6,3915411,287,170,-117,0,0,0
7,RB,Devontae Booker,10,70,NYG,2,-6,3122866,263,170,-93,0,0,0
7,RB,Anthony McFarland Jr.,7,72,PIT,5,-7,4241941,374,170,-204,0,0,0
7,RB,Marlon Mack,14,60,IND,4,-8,3139605,294,170,-124,0,0,0
7,RB,Chuba Hubbard,13,62,CAR,2,-8,4241416,283,169,-114,0,0,0
7,QB,Jacoby Brissett,14,46,MIA,4,,2578570,478,170,-308,0,0,0
7,QB,Philip Rivers,13,47,CAR,4,,5529,2288,169,-2119,0,0,0
7,QB,Kellen Mond,7,48,MIN,3,,4240904,1118,169,-949,0,0,0
7,QB,Dwayne Haskins,7,49,PIT,4,,4040616,1418,169,-1249,0,0,0
7,QB,Nick Foles,10,50,CHI,2,,14877,1426,169,-1257,0,0,0
7,QB,Sam Ehlinger,14,51,IND,4,,4241820,1571,169,-1402,0,0,0
7,QB,Kyle Trask,9,52,TB,2,,4034946,485,169,-316,0,0,0
7,QB,Joe Flacco,14,53,PHI,4,,11252,1427,169,-1258,0,0,0
7,QB,Mason Rudolph,7,54,PIT,4,,3116407,487,169,-318,0,0,0
7,QB,Chad Henne,12,55,KC,4,,11291,1099,169,-930,0,0,0
7,QB,Brandon Allen,10,56,CIN,2,,2574511,1108,169,-939,0,0,0
7,QB,John Wolford,11,57,LAR,4,,3124092,1104,169,-935,0,0,0
7,QB,Case Keenum,13,58,CLE,3,,15168,1126,169,-957,0,0,0
7,QB,Colt McCoy,12,60,ARI,2,,13199,1257,169,-1088,0,0,0
7,QB,Chase Daniel,7,62,LAC,2,,12471,1106,169,-937,0,0,0
7,QB,Kyle Allen,9,63,WAS,4,,3115293,1334,169,-1165,0,0,0
7,QB,Mike Glennon,10,64,NYG,4,,15837,1116,169,-947,0,0,0
7,QB,C.J. Beathard,7,65,JAC,4,,2979520,481,169,-312,0,0,0
8,WR,Van Jefferson,11,84,LAR,5,27,3930066,324,170,-154,0,0,0
8,WR,James Washington,7,94,PIT,2,25,3122449,396,170,-226,0,0,0
8,WR,KJ Hamler,11,83,DEN,4,22,4240380,325,170,-155,0,0,0
8,WR,Preston Williams,14,99,MIA,3,22,3915399,1047,169,-878,0,0,0
8,WR,Tim Patrick,11,86,DEN,4,15,3134353,370,170,-200,0,0,0
8,WR,Josh Reynolds,13,89,TEN,3,14,3115306,422,170,-252,0,0,0
8,WR,Kendrick Bourne,14,100,NE,4,14,3045523,394,170,-224,0,0,0
8,WR,Keelan Cole,6,102,NYJ,4,13,3071572,368,170,-198,0,0,0
8,WR,Tyrell Williams,9,82,DET,1,12,2587819,152,161,9,1,0,-1
8,WR,Hunter Renfrow,8,87,LV,1,12,3135321,391,170,-221,0,0,0
8,WR,Amari Rodgers,13,96,GB,1,12,4239992,1023,169,-854,0,0,0
8,WR,Rashard Higgins,13,95,CLE,1,11,3042910,1025,169,-856,0,0,0
8,WR,Zach Pascal,14,101,IND,5,11,2978109,407,170,-237,0,0,0
8,WR,Quintez Cephus,9,97,DET,1,10,4035793,392,170,-222,0,0,0
8,WR,DeSean Jackson,11,85,LAR,5,7,11283,326,170,-156,0,0,0
8,WR,Anthony Miller,10,93,HOU,3,5,3050487,327,170,-157,0,0,0
8,WR,Allen Lazard,13,80,GB,1,0,3128390,322,170,-152,0,0,0
8,WR,Denzel Mims,6,88,NYJ,4,0,4035403,1024,170,-854,0,0,0
8,WR,Marquez Valdes-Scantling,13,79,GB,1,-6,3051738,1013,169,-844,0,0,0
8,WR,Kadarius Toney,10,91,NYG,3,-10,4240600,308,170,-138,0,0,0
8,WR,Nico Collins,10,90,HOU,3,-11,4258173,309,170,-139,0,0,0
8,WR,Sammy Watkins,8,81,BAL,2,-13,16725,310,170,-140,0,0,0
8,WR,Donovan Peoples-Jones,13,98,CLE,1,-15,4258195,369,169,-200,0,0,0
8,TE,Tim Tebow,7,95,JAC,4,-61,13200,2585,169,-2416,0,0,0
8,TE,Tre' McKitty,7,73,LAC,3,,4240023,1103,169,-934,0,0,0
8,TE,Devin Asiasi,14,74,NE,5,,4046522,1102,169,-933,0,0,0
8,TE,Darrell Daniels,12,76,ARI,2,,3052166,1053,169,-884,0,0,0
8,TE,Chris Manhertz,7,78,JAC,4,,2531358,1035,169,-866,0,0,0
8,TE,Pharaoh Brown,10,79,HOU,4,,2971281,1052,169,-883,0,0,0
8,TE,Blake Bell,12,80,KC,3,,2514206,1058,169,-889,0,0,0
8,TE,Marcedes Lewis,13,81,GB,3,,9614,1067,169,-898,0,0,0
8,TE,Durham Smythe,14,82,MIA,4,,3052897,1054,169,-885,0,0,0
8,TE,Johnny Mundt,11,83,LAR,2,,3052096,1125,169,-956,0,0,0
8,TE,Josiah Deguara,13,84,GB,3,,3914151,1071,169,-902,0,0,0
8,TE,Tommy Sweeney,7,85,BUF,2,,3122818,1027,169,-858,0,0,0
8,TE,Luke Farrell,7,86,JAC,4,,4040612,1094,169,-925,0,0,0
8,TE,John Bates,9,87,WAS,3,,4048228,1081,169,-912,0,0,0
8,TE,Colby Parkinson,9,88,SEA,1,,4242557,1072,169,-903,0,0,0
8,TE,Troy Fumagalli,14,89,NE,5,,3045264,1327,169,-1158,0,0,0
8,TE,Hunter Bryant,9,91,DET,4,,4243318,1503,169,-1334,0,0,0
8,TE,Kaden Smith,10,92,NYG,3,,4044452,1141,169,-972,0,0,0
8,TE,Garrett Griffin,6,97,NO,4,,2987440,1330,169,-1161,0,0,0
8,TE,Dalton Keene,14,98,NE,5,,4240861,1472,169,-1303,0,0,0
8,RB,DeeJay Dallas,9,79,SEA,1,35,4240631,438,170,-268,0,0,0
8,RB,Rex Burkhead,10,84,HOU,4,31,15971,335,170,-165,0,0,0
8,RB,Matt Breida,7,75,BUF,3,28,3049916,458,170,-288,0,0,0
8,RB,Justice Hill,8,76,BAL,4,24,4038441,405,170,-235,0,0,0
8,RB,Jermar Jefferson,9,92,DET,0,19,4374033,404,170,-234,0,0,0
8,RB,Samaje Perine,10,74,CIN,3,18,3116389,300,170,-130,0,0,0
8,RB,Ke'Shawn Vaughn,9,82,TB,0,11,3917612,1138,169,-969,0,0,0
8,RB,Kalen Ballage,7,85,PIT,5,11,3128774,1069,169,-900,0,0,0
8,RB,Jalen Richard,8,83,LV,2,5,2972091,397,170,-227,0,0,0
8,RB,La'Mical Perine,6,77,NYJ,4,1,4034952,372,170,-202,0,0,0
8,RB,Qadree Ollison,6,80,ATL,2,0,3123944,279,171,-108,0,0,0
8,RB,Eno Benjamin,12,86,ARI,3,0,4242873,1087,169,-918,0,0,0
8,RB,Larry Rountree III,7,91,LAC,4,0,4241205,400,170,-230,0,0,0
8,RB,Jeff Wilson Jr.,6,78,SF,3,-1,3122976,1404,170,-1234,0,0,0
8,RB,Javian Hawkins,13,90,TEN,3,-19,4360802,2563,169,-2394,0,0,0
8,RB,Jordan Wilkins,14,89,IND,4,,3051891,1151,169,-982,0,0,0
8,QB,Geno Smith,9,66,SEA,0,,15864,1110,169,-941,0,0,0
8,QB,Jarrett Stidham,14,67,NE,5,,3892775,1389,169,-1220,0,0,0
8,QB,Nick Mullens,13,68,CLE,3,,3059989,2050,169,-1881,0,0,0
8,QB,Tim Boyle,9,69,DET,1,,3045169,1410,169,-1241,0,0,0
8,QB,Blaine Gabbert,9,70,TB,2,,13987,1259,169,-1090,0,0,0
8,QB,Logan Woodside,13,72,TEN,2,,3042749,1409,169,-1240,0,0,0
8,QB,Cooper Rush,7,73,DAL,2,,2972515,1112,169,-943,0,0,0
8,QB,Blake Bortles,13,74,GB,2,,16724,2051,169,-1882,0,0,0
8,QB,Tyler Huntley,8,75,BAL,2,,4035671,1078,169,-909,0,0,0
8,QB,Feleipe Franks,6,77,ATL,3,,4034948,1119,169,-950,0,0,0
8,QB,Mike White,6,79,NYJ,3,,3051381,1095,169,-926,0,0,0
8,QB,Ian Book,6,81,NO,3,,4046678,1558,169,-1389,0,0,0
8,QB,Easton Stick,7,82,LAC,2,,3120590,1394,169,-1225,0,0,0
8,QB,Josh Rosen,6,83,ATL,3,,3886377,1420,169,-1251,0,0,0
8,QB,David Blough,9,85,DET,1,,3116188,1120,169,-951,0,0,0
8,QB,Matt Barkley,13,86,TEN,2,,15948,1111,169,-942,0,0,0
8,QB,Chris Streveler,12,87,ARI,2,,3040206,1105,169,-936,0,0,0
9,WR,Andy Isabella,12,111,ARI,2,35,3914328,1074,169,-905,0,0,0
9,WR,Greg Ward,14,113,PHI,3,27,3040035,1059,169,-890,0,0,0
9,WR,N'Keal Harry,14,105,NE,4,17,4047839,1050,169,-881,0,0,0
9,WR,Dee Eskridge,9,106,SEA,1,12,4043016,311,170,-141,0,0,0
9,WR,Dyami Brown,9,104,WAS,3,5,4361577,330,170,-160,0,0,0
9,WR,Jalen Guyton,7,119,LAC,3,4,3932430,1014,170,-844,0,0,0
9,WR,Scotty Miller,9,107,TB,2,-16,3914397,1026,169,-857,0,0,0
9,WR,Quez Watkins,14,117,PHI,3,-17,4050373,1017,169,-848,0,0,0
9,WR,Olamide Zaccheaus,6,116,ATL,4,-21,3917914,357,170,-187,0,0,0
9,WR,Demarcus Robinson,12,112,KC,3,-22,3043116,329,170,-159,0,0,0
9,WR,Joshua Palmer,7,110,LAC,3,-25,4242433,393,170,-223,0,0,0
9,WR,Byron Pringle,12,115,KC,3,-26,4036416,356,170,-186,0,0,0
9,WR,Miles Boykin,8,114,BAL,2,,3932423,1064,169,-895,0,0,0
9,WR,John Ross,10,118,NYG,3,,3052177,1083,169,-914,0,0,0
9,TE,Stephen Anderson,7,103,LAC,3,-65,2576854,1159,169,-990,0,0,0
9,TE,Charlie Woerner,6,101,SF,4,,4035020,1143,169,-974,0,0,0
9,TE,Jaeden Graham,6,102,ATL,2,,3118954,1431,169,-1262,0,0,0
9,TE,Lee Smith,6,106,ATL,2,,14215,1127,169,-958,0,0,0
9,TE,Ricky Seals-Jones,9,109,WAS,3,,3051806,1160,169,-991,0,0,0
9,TE,Zach Gentry,7,110,PIT,5,,3929924,1122,169,-953,0,0,0
9,TE,Brandon Dillon,7,112,MIN,2,,4411192,1148,169,-979,0,0,0
9,TE,Eric Saubert,11,114,DEN,4,,2975863,1140,169,-971,0,0,0
9,TE,Trevon Wesco,6,116,NYJ,3,,4039253,1032,169,-863,0,0,0
9,TE,Nick Keizer,12,118,KC,3,,4329472,2460,169,-2291,0,0,0
9,TE,Jesse James,10,119,CHI,1,,2979590,1142,169,-973,0,0,0
9,TE,Caleb Wilson,9,121,WAS,3,,3932936,2110,169,-1941,0,0,0
9,TE,Cethan Carter,14,123,MIA,4,,3040470,1139,169,-970,0,0,0
9,TE,Tommy Hudson,13,124,TEN,2,,,,,,,,
9,TE,Demetrius Harris,12,125,ARI,2,,16318,1136,169,-967,0,0,0
9,RB,Ty'Son Williams,8,93,BAL,4,11,3895827,172,167,-5,1,0,-1
9,RB,Kylin Hill,13,104,GB,0,6,4259805,459,169,-290,0,0,0
9,RB,Khalil Herbert,10,110,CHI,3,3,4035886,1123,169,-954,0,0,0
9,RB,Chris Evans,10,101,CIN,3,-7,4046530,399,170,-229,0,0,0
9,RB,Mike Boone,11,103,DEN,5,-14,3139033,1422,170,-1252,0,0,0
9,RB,Royce Freeman,11,105,DEN,5,-20,3122672,436,169,-267,0,0,0
9,RB,Jake Funk,11,100,LAR,4,-21,4036224,433,169,-264,0,0,0
9,RB,Tony Jones Jr.,6,94,NO,2,-28,4046676,340,170,-170,0,0,0
9,RB,Jaret Patterson,9,107,WAS,3,-31,4362452,432,169,-263,0,0,0
9,RB,Elijah Mitchell,6,102,SF,3,-34,4241555,406,170,-236,0,0,0
9,RB,Dare Ogunbowale,7,109,JAC,4,,2983509,354,170,-184,0,0,0
9,QB,Danny Etling,7,91,MIN,3,,3052450,1969,169,-1800,0,0,0
9,QB,Clayton Thorson,10,94,NYG,4,,3116144,2115,169,-1946,0,0,0
9,QB,Sean Mannion,9,98,SEA,0,,2517017,1381,169,-1212,0,0,0
9,QB,Joshua Dobbs,7,99,PIT,4,,3044720,1333,169,-1164,0,0,0
9,QB,Nathan Peterman,8,100,LV,3,,2972236,1344,169,-1175,0,0,0
10,WR,Tylan Wallace,8,124,BAL,2,9,4241424,1134,169,-965,0,0,0
10,WR,Willie Snead IV,8,143,LV,1,7,17258,1019,169,-850,0,0,0
10,WR,Tyler Johnson,9,125,TB,2,4,2310331,1065,169,-896,0,0,0
10,WR,Tutu Atwell,11,121,LAR,5,-1,4360797,1015,170,-845,0,0,0
10,WR,Jalen Hurd,6,133,SF,5,-2,3115328,1063,169,-894,0,0,0
10,WR,Anthony Schwartz,13,137,CLE,1,-3,4371986,1080,169,-911,0,0,0
10,WR,Cam Sims,9,135,WAS,3,-11,3115314,1152,169,-983,0,0,0
10,WR,Albert Wilson,14,139,MIA,3,-11,17051,1038,169,-869,0,0,0
10,WR,Mohamed Sanu Sr.,6,148,SF,5,-12,14922,1040,169,-871,0,0,0
10,WR,Chris Conley,10,130,HOU,3,-13,2578533,328,170,-158,0,0,0
10,WR,Damiere Byrd,10,144,CHI,3,-18,2577667,420,169,-251,0,0,0
10,WR,Deonte Harris,6,123,NO,4,-19,4411193,1012,169,-843,0,0,0
10,WR,Adam Humphries,9,120,WAS,3,-23,2576491,1018,170,-848,0,0,0
10,WR,David Moore,13,136,CAR,5,-34,4212909,1048,169,-879,0,0,0
10,WR,Cordarrelle Patterson,6,122,ATL,4,-35,,,,,,,
10,WR,Devin Duvernay,8,127,BAL,2,,4039050,1049,170,-879,0,0,0
10,WR,Auden Tate,10,129,CIN,2,,3921564,1021,169,-852,0,0,0
10,WR,Dede Westbrook,7,131,MIN,3,,3892889,1037,169,-868,0,0,0
10,WR,Ihmir Smith-Marsette,7,140,MIN,3,,4240573,1061,169,-892,0,0,0
10,WR,Isaiah McKenzie,7,142,BUF,3,,3128724,1016,169,-847,0,0,0
10,WR,Freddie Swain,9,146,SEA,1,,4034950,1033,169,-864,0,0,0
10,WR,Cedrick Wilson,7,147,DAL,1,,4036335,1046,169,-877,0,0,0
10,TE,Jesper Horsted,10,136,CHI,1,-88,3940587,1443,169,-1274,0,0,0
10,TE,Ben Ellefson,7,129,JAC,4,,3930900,2465,169,-2296,0,0,0
10,TE,Luke Stocker,13,131,TEN,2,,14099,1093,169,-924,0,0,0
10,TE,Jason Croom,14,132,PHI,3,,2972240,1380,169,-1211,0,0,0
10,TE,J.P. Holtz,10,135,CHI,1,,,,,,,,
10,TE,Nick Bowers,8,139,LV,4,,,,,,,,
10,TE,Ryan Becker,6,142,ATL,2,,,,,,,,
10,TE,Stephen Carlson,13,143,CLE,2,,3948283,1445,169,-1276,0,0,0
10,TE,Mitchell Wilcox,10,147,CIN,2,,,,,,,,
10,TE,Dominique Dafney,13,148,GB,3,,4036129,1130,169,-961,0,0,0
10,RB,Ty Montgomery,6,123,NO,2,-15,,,,,,,
10,RB,J.J. Taylor,14,117,NE,3,-33,4039607,337,169,-168,0,0,0
10,RB,Travis Homer,9,112,SEA,1,,4037457,1097,169,-928,0,0,0
10,RB,Alex Collins,9,113,SEA,1,,3046409,332,170,-162,0,0,0
10,RB,Kene Nwangwu,7,118,MIN,3,,4035537,437,169,-268,0,0,0
10,RB,Kyle Juszczyk,6,119,SF,3,,16002,341,170,-171,0,0,0
10,RB,JaMycal Hasty,6,121,SF,3,,3928925,439,169,-270,0,0,0
10,RB,D'Ernest Johnson,13,124,CLE,4,,3139602,457,170,-287,0,0,0
10,RB,Jeremy McNichols,13,125,TEN,3,,3127586,336,170,-166,0,0,0
10,RB,Gary Brightwell,10,130,NYG,2,,4245645,1100,169,-931,0,0,0
10,RB,Patrick Ricard,8,132,BAL,4,,2975417,1068,169,-899,0,0,0
10,RB,Raymond Calais,11,134,LAR,4,,4040732,1473,169,-1304,0,0,0
10,RB,Alec Ingold,8,135,LV,2,,3917668,1070,169,-901,0,0,0
10,RB,C.J. Ham,7,136,MIN,3,,4012556,1076,169,-907,0,0,0
10,RB,Keith Smith,6,139,ATL,2,,17315,1133,169,-964,0,0,0
11,WR,Demetric Felton,13,165,CLE,1,-22,,,,,,,
11,WR,Trent Sherfield,6,175,SF,5,-23,3122168,1060,169,-891,0,0,0
11,WR,Zay Jones,8,173,LV,1,-25,3059722,1085,169,-916,0,0,0
11,WR,Shi Smith,13,161,CAR,5,-36,4259499,1109,169,-940,0,0,0
11,WR,Marquise Goodwin,10,151,CHI,3,-38,15839,1043,169,-874,0,0,0
11,WR,Kelvin Harmon,9,154,WAS,3,,4036163,2029,169,-1860,0,0,0
11,WR,Lil'Jordan Humphrey,6,155,NO,4,,4039057,1088,169,-919,0,0,0
11,WR,Simi Fehoko,7,156,DAL,1,,4360739,1156,169,-987,0,0,0
11,WR,Kalif Raymond,9,157,DET,1,,2973405,371,170,-201,0,0,0
11,WR,Jaelon Darden,9,158,TB,2,,4243830,1107,169,-938,0,0,0
11,WR,Frank Darby,6,159,ATL,4,,4047836,1082,169,-913,0,0,0
11,WR,Braxton Berrios,6,160,NYJ,4,,3123075,1115,169,-946,0,0,0
11,WR,J.J. Arcega-Whiteside,14,166,PHI,3,,3931397,1086,169,-917,0,0,0
11,WR,Cameron Batson,13,167,TEN,3,,3139456,1030,169,-861,0,0,0
11,WR,Kenny Stills,7,168,BUF,3,,16016,2243,169,-2074,0,0,0
11,WR,Marquez Stevenson,7,169,BUF,3,,4039307,1131,169,-962,0,0,0
11,WR,Jakeem Grant Sr.,14,171,MIA,3,,2577641,1096,169,-927,0,0,0
11,WR,Christian Blake,6,177,ATL,4,,3126002,1039,169,-870,0,0,0
11,WR,Noah Brown,7,178,DAL,1,,3121409,1028,169,-859,0,0,0
11,WR,Tajae Sharpe,6,179,ATL,4,,2982828,1132,169,-963,0,0,0
11,WR,Gunner Olszewski,14,180,NE,4,,4424106,1101,169,-932,0,0,0
11,WR,Ray-Ray McCloud,7,181,PIT,2,,3728262,1042,169,-873,0,0,0
11,WR,K.J. Osborn,7,182,MIN,3,,3916566,1114,169,-945,0,0,0
11,TE,Eli Wolf,8,151,BAL,4,,,,,,,,
11,TE,Noah Togiai,14,152,IND,4,,3930298,1507,169,-1338,0,0,0
11,TE,Colin Thompson,13,154,CAR,4,,2980120,1524,169,-1355,0,0,0
11,TE,Jake Breeland,8,155,BAL,4,,,,,,,,
11,TE,Andrew Beck,11,156,DEN,4,,,,,,,,
11,TE,Giovanni Ricci,13,157,CAR,4,,,,,,,,
11,TE,Jack Stoll,14,160,PHI,3,,,,,,,,
11,TE,Cole Hikutini,10,162,NYG,3,,2968204,1354,169,-1185,0,0,0
11,TE,Sean McKeon,7,164,DAL,2,,4036275,1128,169,-959,0,0,0
11,RB,Trenton Cannon,13,142,CAR,2,,4261020,1089,169,-920,0,0,0
11,RB,Khari Blasingame,13,144,TEN,3,,3122154,1147,169,-978,0,0,0
11,RB,Jonathan Ward,12,146,ARI,3,,4039274,398,170,-228,0,0,0
11,RB,Rico Dowdle,7,148,DAL,2,,4038815,1505,169,-1336,0,0,0
11,RB,Brandon Bolden,14,149,NE,3,,15478,1411,169,-1242,0,0,0
11,RB,Theo Riddick,8,151,LV,2,,15994,2239,169,-2070,0,0,0
11,RB,Jakob Johnson,14,153,NE,3,,3115349,1144,169,-975,0,0,0
11,RB,Andy Janovich,13,154,CLE,4,,2974317,1145,169,-976,0,0,0
11,RB,Michael Burton,12,155,KC,4,,2515270,1150,169,-981,0,0,0
11,RB,Rodney Smith,13,157,CAR,2,,3116074,2481,170,-2311,0,0,0
11,RB,Elijhaa Penny,10,159,NYG,2,,2575965,1153,169,-984,0,0,0
11,RB,Mekhi Sargent,13,160,TEN,3,,,,,,,,
11,RB,Dwayne Washington,6,161,NO,2,,3002265,1166,169,-997,0,0,0
11,RB,Tre Harbison,13,162,CLE,4,,,,,,,,
11,RB,Reggie Gilliam,7,165,BUF,3,,4039505,1504,169,-1335,0,0,0
11,RB,Taiwan Jones,7,166,BUF,3,,14167,1164,169,-995,0,0,0
11,RB,Alfred Morris,10,168,NYG,2,,15009,2268,169,-2099,0,0,0
11,RB,Bo Scarbrough,8,171,LV,2,,3126367,1955,169,-1786,0,0,0
11,RB,Dontrell Hilliard,10,175,HOU,4,,3126246,1843,169,-1674,0,0,0
11,RB,Lamar Miller,9,177,WAS,3,,14886,2246,169,-2077,0,0,0
12,WR,Mike Strachan,14,184,IND,5,-46,4589245,1149,169,-980,0,0,0
12,WR,Justin Watson,9,183,TB,2,,3118892,1329,169,-1160,0,0,0
12,WR,Mike Thomas,10,187,CIN,2,,3123986,1073,169,-904,0,0,0
12,WR,KeeSean Johnson,12,189,ARI,2,,3124537,2034,169,-1865,0,0,0
12,WR,Ben Skowronek,11,198,LAR,5,,4035656,1158,169,-989,0,0,0
12,WR,DaeSean Hamilton,11,199,DEN,4,,3057987,1421,169,-1252,0,0,0
12,WR,Jamal Agnew,7,200,JAC,5,,3061612,1020,169,-851,0,0,0
12,WR,Andre Roberts,10,201,HOU,3,,13226,1051,169,-882,0,0,0
12,WR,Racey McMath,13,203,TEN,3,,4242231,1165,169,-996,0,0,0
12,WR,Chad Hansen,9,204,DET,1,,3066074,1935,169,-1766,0,0,0
12,WR,Diontae Spencer,11,205,DEN,4,,17463,1090,169,-921,0,0,0
12,WR,Marcus Johnson,13,206,TEN,3,,2971718,1163,169,-994,0,0,0
12,WR,K.J. Hill Jr.,7,207,LAC,3,,,,,,,,
12,WR,Malik Taylor,13,208,GB,1,,4408988,1117,169,-948,0,0,0
12,WR,James Proche,8,209,BAL,2,,,,,,,,
12,WR,Dante Pettis,10,210,NYG,3,,3127306,1169,169,-1000,0,0,0
12,WR,Isaiah Ford,14,211,MIA,3,,3124069,1919,169,-1750,0,0,0
12,WR,Tavon Austin,7,213,JAC,5,,15786,1056,169,-887,0,0,0
12,WR,Jake Kumerow,7,214,BUF,3,,3085107,1325,169,-1156,0,0,0
12,WR,Chester Rogers,13,215,TEN,3,,2983209,1321,169,-1152,0,0,0
12,WR,Ashton Dulin,14,218,IND,5,,4061956,1429,169,-1260,0,0,0
12,WR,Nick Westbrook-Ikhine,13,220,TEN,3,,3929785,1091,169,-922,0,0,0
12,WR,Jauan Jennings,6,224,SF,5,,3886598,1500,169,-1331,0,0,0
12,RB,Troymaine Pope,9,184,TB,0,,2983319,1345,169,-1176,0,0,0
12,RB,Cullen Gillaspia,10,186,NYG,2,,3122143,1395,169,-1226,0,0,0
12,RB,Scottie Phillips,10,190,HOU,4,,4362878,1510,169,-1341,0,0,0
12,RB,Gabe Nabers,7,191,LAC,4,,4035611,1124,169,-955,0,0,0
12,RB,Derek Watt,7,195,PIT,5,,2576450,1167,169,-998,0,0,0
12,RB,Sewo Olonilua,7,199,DAL,2,,4038539,1523,169,-1354,0,0,0
12,RB,Christian Wade,7,202,BUF,3,,4420894,2318,169,-2149,0,0,0
12,RB,Josh Hokit,6,209,SF,3,,,,,,,,
12,RB,Javon Leake,9,213,DET,0,,4241940,2457,169,-2288,0,0,0
13,WR,Rodney Adams,10,234,CHI,3,-85,3059918,1079,169,-910,0,0,0
13,WR,Dezmon Patmon,14,248,IND,5,-103,4054085,1161,169,-992,0,0,0
13,WR,Tom Kennedy,9,253,DET,1,-111,3126997,1084,169,-915,0,0,0
13,WR,Daurice Fountain,12,226,KC,3,,3120659,1121,169,-952,0,0,0
13,WR,Hakeem Butler,14,229,PHI,3,,,,,,,,
13,WR,Trinity Benson,9,231,DET,1,,4422214,1057,169,-888,0,0,0
13,WR,Jeff Smith,6,232,NYJ,4,,3929118,1453,169,-1284,0,0,0
13,WR,J.J. Nelson,14,237,IND,5,,2515759,1376,169,-1207,0,0,0
13,WR,John Ursua,9,238,SEA,1,,3933064,1393,169,-1224,0,0,0
13,WR,Brandon Zylstra,13,242,CAR,5,,4294520,1162,169,-993,0,0,0
13,WR,Chris Finke,12,243,KC,3,,,,,,,,
13,WR,C.J. Board,10,244,NYG,3,,2973626,1432,169,-1263,0,0,0
13,WR,Victor Bolden Jr.,9,247,DET,1,,,,,,,,
13,WR,Terry Godwin,7,250,JAC,5,,3915174,1390,169,-1221,0,0,0
13,WR,Dan Chisena,7,251,MIN,3,,3929637,1508,169,-1339,0,0,0
13,WR,Dax Milne,9,254,WAS,3,,4373642,1586,169,-1417,0,0,0
13,WR,Duke Williams,7,257,BUF,3,,3115315,2113,169,-1944,0,0,0
13,WR,Stanley Morgan Jr.,10,259,CIN,2,,,,,,,,
13,WR,Austin Mack,10,265,NYG,3,,4040623,1522,169,-1353,0,0,0
13,WR,Juwan Johnson,6,269,NO,4,,,,,,,,
13,WR,Malik Turner,7,270,DAL,1,,3115928,1155,169,-986,0,0,0
13,WR,Mack Hollins,14,273,MIA,3,,2991662,1323,169,-1154,0,0,0
13,WR,Trenton Irwin,10,274,CIN,2,,3931391,1459,169,-1290,0,0,0
14,WR,T.J. Vasher,7,277,DAL,1,,,,,,,,
14,WR,Austin Trammell,6,279,ATL,4,,,,,,,,
14,WR,DeAndre Carter,9,280,WAS,3,,2580216,1154,169,-985,0,0,0
14,WR,Tyler Simmons,7,286,PIT,2,,,,,,,,
14,WR,Antoine Wesley,12,287,ARI,2,,4043161,1407,169,-1238,0,0,0
14,WR,Rysen John,10,289,NYG,3,,,,,,,,
14,WR,Stephen Guidry,7,296,DAL,1,,,,,,,,
14,WR,Allen Hurns,14,301,MIA,3,,17177,1261,169,-1092,0,0,0
14,WR,Warren Jackson,7,308,MIN,3,,,,,,,,
15,WR,Josh Malone,6,312,NYJ,4,,3115330,1938,169,-1769,0,0,0
15,WR,Matthew Slater,14,313,NE,4,,11387,1260,169,-1091,0,0,0
