player_id,player_name,pos,team,projected_points,points,current_position,QB,RB,WR,TE,RB/WR/TE,K,D/ST,week,fantasy_team_id,fantasy_team_name,opponent_team_id,opponent_team_name,home_away
3121427,Curtis Samuel,WR,WSH,0.0,0.0,IR,False,False,True,False,True,False,False,3,13,Ceedee's Nuts!,19,Federal Way Yu,home
4241372,Marquise Brown,WR,BAL,12.36,6.8,WR,False,False,True,False,True,False,False,3,13,Ceedee's Nuts!,19,Federal Way Yu,home
4035793,Quintez Cephus,WR,DET,8.48,1.3,RB/WR/TE,False,False,True,False,True,False,False,3,13,Ceedee's Nuts!,19,Federal Way Yu,home
3116593,Dalvin Cook,RB,MIN,0.0,0.0,BE,False,True,False,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
3139477,Patrick Mahomes,QB,KC,23.23,22.9,QB,True,False,False,False,False,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
3116406,Tyreek Hill,WR,KC,15.79,7.2,WR,False,False,True,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
3059915,Kareem Hunt,RB,CLE,9.93,24.5,RB,False,True,False,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
8439,Aaron Rodgers,QB,GB,19.04,18.54,BE,True,False,False,False,False,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
3116365,Mark Andrews,TE,BAL,9.83,13.4,TE,False,False,False,True,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
4362628,Ja'Marr Chase,WR,CIN,11.98,20.5,WR,False,False,True,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
4036348,Michael Gallup,WR,DAL,0.0,0.0,IR,False,False,True,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
2572861,J.D. McKissic,RB,WSH,7.45,4.8,RB/WR/TE,False,True,False,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
14053,Randall Cobb,WR,GB,4.28,0.0,BE,False,False,True,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
4048244,Alexander Mattison,RB,MIN,15.42,20.1,RB,False,True,False,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
15349,Cole Beasley,WR,BUF,8.36,15.3,WR,False,False,True,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
3930066,Van Jefferson,WR,LAR,8.05,6.2,BE,False,False,True,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
4371733,Kenneth Gainwell,RB,PHI,7.41,4.9,BE,False,True,False,False,True,False,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
12460,Graham Gano,K,NYG,8.49,6.0,K,False,False,False,False,False,True,False,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
-16005,Browns D/ST,D/ST,CLE,8.22,20.0,D/ST,False,False,False,False,False,False,True,3,19,Federal Way Yu,13,Ceedee's Nuts!,away
3117251,Christian McCaffrey,RB,CAR,22.88,5.0,RB,False,True,False,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
16737,Mike Evans,WR,TB,12.38,14.6,WR,False,False,True,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
3925347,Damien Harris,RB,NE,11.94,2.1,RB,False,True,False,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
3916387,Lamar Jackson,QB,BAL,23.69,19.28,QB,True,False,False,False,False,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
2577327,Tyler Lockett,WR,SEA,14.8,5.1,WR,False,False,True,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
4360248,Kyle Pitts,TE,ATL,8.48,4.5,TE,False,False,False,True,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
4039359,Darrell Henderson Jr.,RB,LAR,0.0,0.0,BE,False,True,False,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
4241401,Trey Sermon,RB,SF,11.19,10.4,RB/WR/TE,False,True,False,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
4040715,Jalen Hurts,QB,PHI,20.91,20.54,BE,True,False,False,False,False,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
4040655,Darnell Mooney,WR,CHI,9.08,1.4,BE,False,False,True,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
4038818,Bryan Edwards,WR,OAK,6.49,10.4,BE,False,False,True,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
3895856,Christian Kirk,WR,ARI,5.95,13.9,WR,False,False,True,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
4360939,Rashod Bateman,WR,BAL,0.0,0.0,IR,False,False,True,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
3134353,Tim Patrick,WR,DEN,7.7,12.3,BE,False,False,True,False,True,False,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
-16029,Panthers D/ST,D/ST,CAR,8.82,11.0,D/ST,False,False,False,False,False,False,True,3,1,Fully  Maccinated,11,Raiders Are Good,home
11122,Matt Prater,K,ARI,7.62,6.0,K,False,False,False,False,False,True,False,3,1,Fully  Maccinated,11,Raiders Are Good,home
4047365,Josh Jacobs,RB,OAK,0.0,0.0,BE,False,True,False,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
2576925,Darren Waller,TE,OAK,13.65,7.9,TE,False,False,False,True,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
2979843,Kenyan Drake,RB,OAK,12.43,7.2,RB,False,True,False,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
3121422,Terry McLaurin,WR,WSH,12.44,8.2,WR,False,False,True,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
3917315,Kyler Murray,QB,ARI,24.92,18.54,QB,True,False,False,False,False,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
4361579,Javonte Williams,RB,DEN,8.28,11.7,RB/WR/TE,False,True,False,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
4241475,Henry Ruggs III,WR,OAK,9.55,10.5,WR,False,False,True,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
16460,Adam Thielen,WR,MIN,12.6,14.0,WR,False,False,True,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
4360438,Brandon Aiyuk,WR,SF,6.5,12.5,BE,False,False,True,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
3025433,Mike Davis,RB,ATL,11.93,9.0,RB,False,True,False,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
-16023,Steelers D/ST,D/ST,PIT,8.4,4.0,BE,False,False,False,False,False,False,True,3,11,Raiders Are Good,1,Fully  Maccinated,away
-16002,Bills D/ST,D/ST,BUF,8.5,10.0,D/ST,False,False,False,False,False,False,True,3,11,Raiders Are Good,1,Fully  Maccinated,away
3051909,Daniel Carlson,K,OAK,8.84,13.0,K,False,False,False,False,False,True,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
13981,Mark Ingram II,RB,HOU,9.41,2.5,BE,False,True,False,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
3916566,K.J. Osborn,WR,MIN,9.27,3.6,BE,False,False,True,False,True,False,False,3,11,Raiders Are Good,1,Fully  Maccinated,away
3043078,Derrick Henry,RB,TEN,19.29,17.9,RB,False,True,False,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
4259545,D'Andre Swift,RB,DET,12.46,20.2,RB,False,True,False,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
4035538,David Montgomery,RB,CHI,13.32,6.5,RB/WR/TE,False,True,False,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
16733,Odell Beckham Jr.,WR,CLE,10.38,11.2,WR,False,False,True,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
4239993,Tee Higgins,WR,CIN,0.0,0.0,BE,False,False,True,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
4241463,Jerry Jeudy,WR,DEN,0.0,0.0,BE,False,False,True,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
4241478,DeVonta Smith,WR,PHI,10.24,4.3,WR,False,False,True,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
2576434,Melvin Gordon III,RB,DEN,9.93,14.6,BE,False,True,False,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
3126486,Deebo Samuel,WR,SF,12.52,7.7,WR,False,False,True,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
4036131,Noah Fant,TE,DEN,8.7,2.5,TE,False,False,False,True,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
4035676,Zack Moss,RB,BUF,6.08,16.6,BE,False,True,False,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
3052876,William Fuller V,WR,MIA,9.02,5.5,BE,False,False,True,False,True,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
3917232,Tyler Bass,K,BUF,8.21,14.0,K,False,False,False,False,False,True,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
16757,Derek Carr,QB,OAK,18.64,21.24,QB,True,False,False,False,False,False,False,3,16,Montana 13 Washington 7,10,Spenny Willy,home
-16013,Raiders D/ST,D/ST,OAK,7.85,5.0,D/ST,False,False,False,False,False,False,True,3,16,Montana 13 Washington 7,10,Spenny Willy,home
15847,Travis Kelce,TE,KC,14.86,13.9,TE,False,False,False,True,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
3054850,Alvin Kamara,RB,NO,16.69,19.3,RB,False,True,False,False,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
3919596,Chris Carson,RB,SEA,15.43,15.2,RB,False,True,False,False,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
4045163,Miles Sanders,RB,PHI,12.6,7.0,RB/WR/TE,False,True,False,False,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
-16027,Buccaneers D/ST,D/ST,TB,6.11,-2.0,BE,False,False,False,False,False,False,True,3,10,Spenny Willy,16,Montana 13 Washington 7,away
3128429,Courtland Sutton,WR,DEN,12.25,6.2,WR,False,False,True,False,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
13934,Antonio Brown,WR,TB,0.0,0.0,BE,False,False,True,False,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
3052587,Baker Mayfield,QB,CLE,15.7,16.94,BE,True,False,False,False,False,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
3042778,Corey Davis,WR,NYJ,9.48,6.6,BE,False,False,True,False,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
15072,Marvin Jones Jr.,WR,JAX,12.03,9.2,WR,False,False,True,False,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
4035687,Michael Pittman Jr.,WR,IND,10.55,10.3,WR,False,False,True,False,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
4249087,Matt Gay,K,LAR,8.34,11.0,K,False,False,False,False,False,True,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
3912550,Ronald Jones II,RB,TB,5.7,1.1,BE,False,True,False,False,True,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
-16033,Ravens D/ST,D/ST,BAL,7.34,6.0,D/ST,False,False,False,False,False,False,True,3,10,Spenny Willy,16,Montana 13 Washington 7,away
16728,Teddy Bridgewater,QB,DEN,18.13,11.8,QB,True,False,False,False,False,False,False,3,10,Spenny Willy,16,Montana 13 Washington 7,away
3929630,Saquon Barkley,RB,NYG,15.54,18.4,RB,False,True,False,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
4052042,James Robinson,RB,JAX,11.7,22.4,RB,False,True,False,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
2976212,Stefon Diggs,WR,BUF,14.35,9.2,WR,False,False,True,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
2577417,Dak Prescott,QB,DAL,19.46,20.12,QB,True,False,False,False,False,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
15818,Keenan Allen,WR,LAC,13.26,15.0,WR,False,False,True,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
3120348,JuJu Smith-Schuster,WR,PIT,11.5,4.0,RB/WR/TE,False,False,True,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
3049899,Younghoe Koo,K,ATL,7.55,6.0,K,False,False,False,False,False,True,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
3045144,Tyler Boyd,WR,CIN,10.68,11.6,BE,False,False,True,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
4372016,Jaylen Waddle,WR,MIA,9.03,11.8,BE,False,False,True,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
16790,Jarvis Landry,WR,CLE,0.0,0.0,IR,False,False,True,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
3045138,Mike Williams,WR,LAC,12.17,29.7,WR,False,False,True,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
13229,Rob Gronkowski,TE,TB,10.1,7.5,TE,False,False,False,True,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
3122866,Devontae Booker,RB,NYG,0.0,0.0,BE,False,True,False,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
-16022,Cardinals D/ST,D/ST,ARI,8.48,18.0,D/ST,False,False,False,False,False,False,True,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
16913,James White,RB,NE,8.97,0.6,BE,False,True,False,False,True,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
4362887,Justin Fields,QB,CHI,17.56,3.92,BE,True,False,False,False,False,False,False,3,18,Team Daktus Jack,3,Seattle Fantasy Team,home
15795,DeAndre Hopkins,WR,ARI,13.95,3.6,WR,False,False,True,False,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
3068267,Austin Ekeler,RB,LAC,15.18,19.7,RB,False,True,False,False,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
4360294,Antonio Gibson,RB,WSH,13.04,16.9,RB,False,True,False,False,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
4262921,Justin Jefferson,WR,MIN,13.09,22.3,WR,False,False,True,False,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
3115364,Leonard Fournette,RB,TB,11.85,4.9,BE,False,True,False,False,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
2574808,Robby Anderson,WR,CAR,10.29,1.3,RB/WR/TE,False,False,True,False,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
2473037,Jason Myers,K,SEA,7.49,6.0,K,False,False,False,False,False,True,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
4239934,AJ Dillon,RB,GB,5.66,3.6,BE,False,True,False,False,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
2573401,Tyler Higbee,TE,LAR,9.16,12.5,TE,False,False,False,True,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
-16017,Patriots D/ST,D/ST,NE,7.81,5.0,D/ST,False,False,False,False,False,False,True,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
5536,Ben Roethlisberger,QB,PIT,17.12,13.22,QB,True,False,False,False,False,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
3043275,Austin Hooper,TE,CLE,5.65,8.9,BE,False,False,False,True,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
2976592,Sterling Shepard,WR,NYG,11.17,2.6,WR,False,False,True,False,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
2971618,Nelson Agholor,WR,NE,7.19,2.7,BE,False,False,True,False,True,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
2969939,Jameis Winston,QB,NO,14.21,13.52,BE,True,False,False,False,False,False,False,3,3,Seattle Fantasy Team,18,Team Daktus Jack,away
3051392,Ezekiel Elliott,RB,DAL,14.23,25.1,RB,False,True,False,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
3042519,Aaron Jones,RB,GB,15.38,16.6,RB,False,True,False,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
14881,Russell Wilson,QB,SEA,21.47,16.62,QB,True,False,False,False,False,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
3040151,George Kittle,TE,SF,10.85,13.6,TE,False,False,False,True,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
16799,Allen Robinson II,WR,CHI,12.12,3.7,WR,False,False,True,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
-16028,Washington D/ST,D/ST,WSH,6.41,-6.0,D/ST,False,False,False,False,False,False,True,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
16339,Brandon McManus,K,DEN,8.21,16.0,K,False,False,False,False,False,True,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
3916433,Jakobi Meyers,WR,NE,9.31,13.9,BE,False,False,True,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
3115394,DJ Chark Jr.,WR,JAX,10.3,12.4,WR,False,False,True,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
4241802,Jalen Reagor,WR,PHI,9.76,7.8,WR,False,False,True,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
2576623,DeVante Parker,WR,MIA,9.43,6.2,RB/WR/TE,False,False,True,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
3051738,Marquez Valdes-Scantling,WR,GB,7.2,13.4,BE,False,False,True,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
3916430,Nyheim Hines,RB,IND,8.4,16.4,BE,False,True,False,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
4372414,Elijah Moore,WR,NYJ,7.53,3.7,BE,False,False,True,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
4241555,Elijah Mitchell,RB,SF,0.0,0.0,BE,False,True,False,False,True,False,False,3,2,Rippin' Swigs,15,Elite starts  with Eli,home
4047650,DK Metcalf,WR,SEA,14.81,19.7,WR,False,False,True,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
4242335,Jonathan Taylor,RB,IND,15.98,7.7,RB,False,True,False,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
4242214,Clyde Edwards-Helaire,RB,KC,13.43,15.9,RB,False,True,False,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
3116165,Chris Godwin,WR,TB,11.92,16.6,WR,False,False,True,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
3915511,Joe Burrow,QB,CIN,15.05,17.58,BE,True,False,False,False,False,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
3055899,Harrison Butker,K,KC,9.01,6.0,K,False,False,False,False,False,True,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
2976316,Michael Thomas,WR,NO,0.0,0.0,IR,False,False,True,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
2977187,Cooper Kupp,WR,LAR,15.07,26.1,WR,False,False,True,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
16731,Brandin Cooks,WR,HOU,11.44,16.2,RB/WR/TE,False,False,True,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
3051876,Evan Engram,TE,NYG,5.5,1.1,BE,False,False,False,True,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
4240657,Michael Carter,RB,NYJ,7.6,3.9,BE,False,True,False,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
4035004,Mecole Hardman,WR,KC,8.7,11.0,BE,False,False,True,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
-16026,Seahawks D/ST,D/ST,SEA,5.08,-3.0,D/ST,False,False,False,False,False,False,True,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
12537,Jared Cook,TE,LAC,7.95,3.7,TE,False,False,False,True,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
3917792,Daniel Jones,QB,NYG,19.34,16.54,QB,True,False,False,False,False,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
15807,Cordarrelle Patterson,RB,ATL,9.33,13.2,BE,False,True,False,False,True,False,False,3,15,Elite starts  with Eli,2,Rippin' Swigs,away
3918298,Josh Allen,QB,BUF,21.71,37.22,QB,True,False,False,False,False,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
3116385,Joe Mixon,RB,CIN,15.36,9.9,RB,False,True,False,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
3925357,Calvin Ridley,WR,ATL,13.1,10.1,WR,False,False,True,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
2976499,Amari Cooper,WR,DAL,13.74,4.1,RB/WR/TE,False,False,True,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
13982,Julio Jones,WR,TEN,11.29,6.2,WR,False,False,True,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
15880,Robert Woods,WR,LAR,12.74,5.3,WR,False,False,True,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
14876,Ryan Tannehill,QB,TEN,16.91,21.48,BE,True,False,False,False,False,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
3886818,Myles Gaskin,RB,MIA,9.48,8.9,BE,False,True,False,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
2975674,Robert Tonyan,TE,GB,7.32,1.1,TE,False,False,False,True,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
-16007,Broncos D/ST,D/ST,DEN,8.98,19.0,D/ST,False,False,False,False,False,False,True,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
3916148,Tony Pollard,RB,DAL,7.85,7.0,BE,False,True,False,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
3915165,Rodrigo Blankenship,K,IND,7.55,10.0,K,False,False,False,False,False,True,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
4040761,Devin Singletary,RB,BUF,9.94,3.1,RB,False,True,False,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
4372485,Rondale Moore,WR,ARI,10.46,1.4,BE,False,False,True,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
3122976,Jeff Wilson Jr.,RB,SF,0.0,0.0,IR,False,True,False,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
4046676,Tony Jones Jr.,RB,NO,4.95,3.2,BE,False,True,False,False,True,False,False,3,17,Scooty Lewis and the News,12,Herb Your Enthusiasm,home
4038941,Justin Herbert,QB,LAC,20.33,30.84,QB,True,False,False,False,False,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
3128720,Nick Chubb,RB,CLE,15.87,8.4,RB,False,True,False,False,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
4047646,A.J. Brown,WR,TEN,12.67,0.3,WR,False,False,True,False,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
4046692,Chase Claypool,WR,PIT,12.05,14.1,WR,False,False,True,False,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
3915416,DJ Moore,WR,CAR,12.31,16.5,WR,False,False,True,False,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
4243160,Laviska Shenault Jr.,WR,JAX,8.95,6.8,BE,False,False,True,False,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
4036133,T.J. Hockenson,TE,DET,11.29,2.0,TE,False,False,False,True,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
3128721,Sony Michel,RB,LAR,12.81,9.4,RB/WR/TE,False,True,False,False,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
3932905,Diontae Johnson,WR,PIT,0.0,0.0,BE,False,False,True,False,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
2330,Tom Brady,QB,TB,19.79,28.68,BE,True,False,False,False,False,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
16813,Logan Thomas,TE,WSH,7.95,10.2,BE,False,False,False,True,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
3045147,James Conner,RB,ARI,8.28,17.8,BE,False,True,False,False,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
15683,Justin Tucker,K,BAL,7.85,16.0,K,False,False,False,False,False,True,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
3895827,Ty'Son Williams,RB,BAL,11.98,2.2,RB,False,True,False,False,True,False,False,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
-16018,Saints D/ST,D/ST,NO,7.92,20.0,D/ST,False,False,False,False,False,False,True,3,12,Herb Your Enthusiasm,17,Scooty Lewis and the News,away
