player_id,name,pos,ppr_rank,avg_draft_pos,pos_diff,ppr_auc_value,avg_auc_value,auc_diff
15168,Case Keenum,QB,1127,169,-958,0,0,0
14215,Lee Smith,TE,1128,169,-959,0,0,0
4240472,Noah Gray,TE,1129,169,-960,0,0,0
4036129,Dominique Dafney,TE,1130,169,-961,0,0,0
2982828,Tajae Sharpe,WR,1131,169,-962,0,0,0
17315,Keith Smith,RB,1132,169,-963,0,0,0
3119317,Nsimba Webster,WR,1133,169,-964,0,0,0
4035826,Demetric Felton,RB,1134,169,-965,0,0,0
16318,Demetrius Harris,TE,1135,169,-966,0,0,0
3917612,Ke'Shawn Vaughn,RB,1136,169,-967,0,0,0
4048228,John Bates,TE,1137,169,-968,0,0,0
2973626,C.J. Board,WR,1138,169,-969,0,0,0
3931397,J.J. Arcega-Whiteside,WR,1139,169,-970,0,0,0
2975863,Eric Saubert,TE,1140,169,-971,0,0,0
4061956,Ashton Dulin,WR,1141,169,-972,0,0,0
2519013,Daniel Brown,TE,1142,169,-973,0,0,0
3125404,Jacob Hollister,TE,1143,169,-974,0,0,0
4035020,Charlie Woerner,TE,1144,169,-975,0,0,0
2983209,Chester Rogers,WR,1145,169,-976,0,0,0
4242231,Racey McMath,WR,1146,169,-977,0,0,0
2974317,Andy Janovich,RB,1147,169,-978,0,0,0
4372780,Tommy Tremble,TE,1148,169,-979,0,0,0
3115349,Jakob Johnson,RB,1149,169,-980,0,0,0
3886598,Jauan Jennings,WR,1150,169,-981,0,0,0
3122154,Khari Blasingame,RB,1151,169,-982,0,0,0
4039436,Malcolm Perry,WR,1153,169,-984,0,0,0
3123075,Braxton Berrios,WR,1154,169,-985,0,0,0
2515270,Michael Burton,RB,1155,169,-986,0,0,0
3932423,Miles Boykin,WR,1156,169,-987,0,0,0
3916204,James Proche II,WR,1157,169,-988,0,0,0
3115314,Cam Sims,WR,1158,169,-989,0,0,0
3051891,Jordan Wilkins,RB,1159,169,-990,0,0,0
2575965,Elijhaa Penny,RB,1160,169,-991,0,0,0
2511973,Eric Tomlinson,TE,1161,169,-992,0,0,0
2580216,DeAndre Carter,WR,1162,169,-993,0,0,0
3120659,Daurice Fountain,WR,1163,169,-994,0,0,0
3046399,Marcus Kemp,WR,1164,169,-995,0,0,0
4408854,Jody Fortson,TE,1165,169,-996,0,0,0
4198676,Adam Shaheen,TE,1166,169,-997,0,0,0
2576854,Stephen Anderson,TE,1167,169,-998,0,0,0
2987440,Garrett Griffin,TE,1168,169,-999,0,0,0
3051806,Ricky Seals-Jones,TE,1169,169,-1000,0,0,0
3699902,Stanley Morgan,WR,1170,169,-1001,0,0,0
15403,Derek Carrier,TE,1171,169,-1002,0,0,0
2991662,Mack Hollins,WR,1172,169,-1003,0,0,0
4373642,Dax Milne,WR,1173,169,-1004,0,0,0
3040470,Cethan Carter,TE,1174,169,-1005,0,0,0
4411192,Brandon Dillon,TE,1175,169,-1006,0,0,0
3148929,Sammis Reyes,TE,1176,169,-1007,0,0,0
3940587,Jesper Horsted,TE,1177,169,-1008,0,0,0
4043161,Antoine Wesley,WR,1178,169,-1009,0,0,0
2980120,Colin Thompson,TE,1179,169,-1010,0,0,0
3930900,Ben Ellefson,TE,1180,169,-1011,0,0,0
2979590,Jesse James,TE,1181,169,-1012,0,0,0
3116158,Jason Cabinda,RB,1182,169,-1013,0,0,0
3929118,Jeff Smith,WR,1183,169,-1014,0,0,0
2576450,Derek Watt,RB,1184,169,-1015,0,0,0
14167,Taiwan Jones,RB,1185,169,-1016,0,0,0
4362878,Scottie Phillips,RB,1186,169,-1017,0,0,0
3045238,Godwin Igwebuike,RB,1187,169,-1018,0,0,0
3002265,Dwayne Washington,RB,1188,169,-1019,0,0,0
13199,Colt McCoy,QB,1274,169,-1105,0,0,0
16810,AJ McCarron,QB,1275,169,-1106,0,0,0
11387,Matthew Slater,WR,1276,169,-1107,0,0,0
17177,Allen Hurns,WR,1277,169,-1108,0,0,0
3047968,Chad Beebe,WR,1339,169,-1170,0,0,0
3039725,Ryan Switzer,WR,1340,169,-1171,0,0,0
4035379,Jordan Thomas,TE,1341,169,-1172,0,0,0
3045264,Troy Fumagalli,TE,1342,169,-1173,0,0,0
3122899,Richie James,WR,1343,169,-1174,0,0,0
3118892,Justin Watson,WR,1344,169,-1175,0,0,0
3052576,Dylan Cantrell,TE,1345,169,-1176,0,0,0
2971718,Marcus Johnson,WR,1346,169,-1177,0,0,0
3115928,Malik Turner,WR,1347,169,-1178,0,0,0
3044720,Joshua Dobbs,QB,1348,169,-1179,0,0,0
3115293,Kyle Allen,QB,1349,169,-1180,0,0,0
2972515,Cooper Rush,QB,1350,169,-1181,0,0,0
2972236,Nathan Peterman,QB,1361,169,-1192,0,0,0
3046705,Tyrone Swoopes,TE,1368,169,-1199,0,0,0
2577731,Alex Ellis,TE,1370,169,-1201,0,0,0
2515759,J.J. Nelson,WR,1393,169,-1224,0,0,0
15786,Tavon Austin,WR,1394,169,-1225,0,0,0
3728254,Deon Cain,WR,1395,169,-1226,0,0,0
3059760,Taywan Taylor,WR,1396,169,-1227,0,0,0
2972240,Jason Croom,TE,1397,169,-1228,0,0,0
3892775,Jarrett Stidham,QB,1408,169,-1239,0,0,0
3915174,Terry Godwin,WR,1410,169,-1241,0,0,0
3933064,John Ursua,WR,1413,169,-1244,0,0,0
3120590,Easton Stick,QB,1414,169,-1245,0,0,0
3122143,Cullen Gillaspia,RB,1415,169,-1246,0,0,0
3917067,Bisi Johnson,WR,1422,169,-1253,0,0,0
3122976,Jeff Wilson Jr.,RB,1425,170,-1255,0,0,0
3045169,Tim Boyle,QB,1430,169,-1261,0,0,0
15478,Brandon Bolden,RB,1431,169,-1262,0,0,0
14471,Nick Bellore,RB,1437,169,-1268,0,0,0
4040616,Dwayne Haskins,QB,1438,169,-1269,0,0,0
4040980,Irv Smith Jr.,TE,1439,163,-1276,0,0,0
3917962,Jace Sternberger,TE,1440,169,-1271,0,0,0
3886377,Josh Rosen,QB,1441,169,-1272,0,0,0
3052177,John Ross,WR,1442,169,-1273,0,0,0
3057987,DaeSean Hamilton,WR,1443,169,-1274,0,0,0
3139033,Mike Boone,RB,1444,170,-1274,0,0,0
15980,Levine Toilolo,TE,1447,169,-1278,0,0,0
14877,Nick Foles,QB,1448,169,-1279,0,0,0
11252,Joe Flacco,QB,1449,169,-1280,0,0,0
3916564,Tyree Jackson,TE,1450,169,-1281,0,0,0
3118954,Jaeden Graham,TE,1451,169,-1282,0,0,0
3125107,Andrew Beck,RB,1459,169,-1290,0,0,0
3948283,Stephen Carlson,TE,1460,169,-1291,0,0,0
2970262,J.P. Holtz,RB,1461,169,-1292,0,0,0
3915296,Michael Walker,WR,1462,169,-1293,0,0,0
3933568,Davion Davis,WR,1471,169,-1302,0,0,0
3126997,Tom Kennedy,WR,1472,169,-1303,0,0,0
4240021,Cam Akers,RB,1474,169,-1305,0,0,0
4241985,J.K. Dobbins,RB,1475,146,-1329,0,3,3
4259979,Lynn Bowden Jr.,WR,1476,169,-1307,0,0,0
4240861,Dalton Keene,TE,1483,169,-1314,0,0,0
4040732,Raymond Calais,RB,1484,169,-1315,0,0,0
4054085,Dezmon Patmon,WR,1499,169,-1330,0,0,0
4036149,Nate Stanley,QB,1502,169,-1333,0,0,0
3124900,Jake Luton,QB,1503,169,-1334,0,0,0
3916721,LeVante Bellamy,RB,1514,169,-1345,0,0,0
4042112,Adrian Killins,RB,1515,169,-1346,0,0,0
4243318,Hunter Bryant,TE,1516,169,-1347,0,0,0
4039505,Reggie Gilliam,RB,1517,169,-1348,0,0,0
4038815,Rico Dowdle,RB,1518,169,-1349,0,0,0
4036275,Sean McKeon,TE,1519,169,-1350,0,0,0
3916209,Xavier Jones,RB,1520,170,-1350,0,0,0
3929637,Dan Chisena,WR,1521,169,-1352,0,0,0
4040623,Austin Mack,WR,1536,169,-1367,0,0,0
4038539,Sewo Olonilua,RB,1537,169,-1368,0,0,0
4239996,Travis Etienne Jr.,RB,1549,169,-1380,0,0,0
4034946,Kyle Trask,QB,1550,169,-1381,0,0,0
4046678,Ian Book,QB,1574,169,-1405,0,0,0
4241820,Sam Ehlinger,QB,1588,169,-1419,0,0,0
4039307,Marquez Stevenson,WR,1601,169,-1432,0,0,0
4035656,Ben Skowronek,WR,1608,169,-1439,0,0,0
16143,Josh Hill,TE,1668,169,-1499,0,0,0
16172,Jaron Brown,WR,1669,169,-1500,0,0,0
15003,Rhett Ellison,TE,1670,169,-1501,0,0,0
14085,Virgil Green,TE,1671,169,-1502,0,0,0
15204,Garrett Celek,TE,1673,169,-1504,0,0,0
14332,Patrick DiMarco,RB,1674,169,-1505,0,0,0
17348,Xavier Grimble,TE,1675,169,-1506,0,0,0
14918,Jarius Wright,WR,1676,169,-1507,0,0,0
13940,James Develin,RB,1677,169,-1508,0,0,0
5615,Matt Schaub,QB,1681,169,-1512,0,0,0
17223,Roosevelt Nix,RB,1682,169,-1513,0,0,0
15693,Alex Tanney,QB,1683,169,-1514,0,0,0
17391,Scott Simonson,TE,1685,169,-1516,0,0,0
15948,Matt Barkley,QB,1686,169,-1517,0,0,0
15705,Josh Gordon,WR,1687,169,-1518,0,0,0
16366,Zach Line,RB,1695,169,-1526,0,0,0
14145,Charles Clay,TE,1697,169,-1528,0,0,0
4527,Jason Witten,TE,1698,169,-1529,0,0,0
9592,Vernon Davis,TE,1700,169,-1531,0,0,0
2980444,Bronson Kaufusi,TE,1772,169,-1603,0,0,0
17402,Seth Roberts,WR,1817,169,-1648,0,0,0
2577654,DeAndre Washington,RB,1818,169,-1649,0,0,0
3046320,Marcell Ateman,WR,1819,169,-1650,0,0,0
3066052,Chad Williams,WR,1820,169,-1651,0,0,0
2576581,Chris Moore,WR,1821,169,-1652,0,0,0
3932935,Deontay Burnett,WR,1822,169,-1653,0,0,0
3134302,Jordan Lasley,WR,1823,169,-1654,0,0,0
2579846,Ben Koyack,TE,1824,169,-1655,0,0,0
4040792,Jaleel Scott,WR,1825,169,-1656,0,0,0
2972331,Mason Schreck,TE,1826,169,-1657,0,0,0
3115255,Brandon Powell,WR,1827,169,-1658,0,0,0
2470916,Matt Lengel,TE,1828,169,-1659,0,0,0
3045380,Bobo Wilson,WR,1829,169,-1660,0,0,0
3042417,Shelton Gibson,WR,1830,169,-1661,0,0,0
2573974,Tyler Ervin,RB,1831,169,-1662,0,0,0
3051889,Laquon Treadwell,WR,1832,169,-1663,0,0,0
2476373,Jerome Cunningham,TE,1833,169,-1664,0,0,0
3116563,Shaun Wilson,RB,1834,169,-1665,0,0,0
2578369,Marvin Hall,WR,1835,169,-1666,0,0,0
3048924,David Williams,RB,1836,169,-1667,0,0,0
3121583,Roc Thomas,RB,1837,169,-1668,0,0,0
3895857,Damion Ratley,WR,1838,169,-1669,0,0,0
2980460,Gehrig Dieter,WR,1839,169,-1670,0,0,0
2576804,Nick O'Leary,TE,1840,169,-1671,0,0,0
2980378,Cody Core,WR,1841,169,-1672,0,0,0
3052056,River Cracraft,WR,1842,169,-1673,0,0,0
3895789,Quadree Henderson,WR,1843,169,-1674,0,0,0
3040569,Trent Taylor,WR,1844,169,-1675,0,0,0
3046401,Keith Kirkwood,WR,1845,169,-1676,0,0,0
2980073,Jeremy Sprinkle,TE,1846,169,-1677,0,0,0
2577808,Darius Jennings,WR,1847,169,-1678,0,0,0
3128439,Jordan Franks,TE,1848,169,-1679,0,0,0
4035019,Javon Wims,WR,1849,169,-1680,0,0,0
3125403,Brian Hill,RB,1850,170,-1680,0,0,0
3039723,T.J. Logan,RB,1851,169,-1682,0,0,0
2574918,Tommylee Lewis,WR,1852,169,-1683,0,0,0
3056577,Da'Mari Scott,WR,1853,169,-1684,0,0,0
2977800,Alex Erickson,WR,1854,169,-1685,0,0,0
3126246,Dontrell Hilliard,RB,1855,169,-1686,0,0,0
2566659,Seth DeValve,TE,1856,169,-1687,0,0,0
3122920,Ryan Izzo,TE,1857,169,-1688,0,0,0
2578377,Joshua Perkins,TE,1858,169,-1689,0,0,0
3917846,Mark Walton,RB,1859,169,-1690,0,0,0
4329491,Jalen Tolliver,WR,1860,169,-1691,0,0,0
3122430,Chris Lacy,WR,1861,169,-1692,0,0,0
4212884,Alex Armah,RB,1862,169,-1693,0,0,0
3122716,Buddy Howell,RB,1863,169,-1694,0,0,0
2979501,Nate Sudfeld,QB,1864,169,-1695,0,0,0
3129302,DeShone Kizer,QB,1865,169,-1696,0,0,0
16994,David Fluellen,RB,1866,169,-1697,0,0,0
2574630,Jeff Driskel,QB,1867,169,-1698,0,0,0
3052600,Davis Webb,QB,1868,169,-1699,0,0,0
3049872,Kyle Lauletta,QB,1869,169,-1700,0,0,0
3052061,Luke Falk,QB,1870,169,-1701,0,0,0
2971830,JoJo Natson,WR,1871,169,-1702,0,0,0
3048897,Pharoh Cooper,WR,1872,169,-1703,0,0,0
2580330,Temarrick Hemingway,TE,1909,169,-1740,0,0,0
2576395,Devin Smith,WR,1910,169,-1741,0,0,0
2983319,Troymaine Pope,RB,1912,169,-1743,0,0,0
2978308,Jaydon Mickens,WR,1913,169,-1744,0,0,0
2508256,MyCole Pruitt,TE,1914,169,-1745,0,0,0
3039794,James Looney,TE,1917,169,-1748,0,0,0
3040137,Derrick Willies,WR,1918,169,-1749,0,0,0
4081127,Antony Auclair,TE,1919,169,-1750,0,0,0
3066147,Jawill Davis,WR,1920,169,-1751,0,0,0
3041097,Tanner Lee,QB,1922,169,-1753,0,0,0
3116132,Garrett Dickerson,TE,1924,169,-1755,0,0,0
3042373,Robert Davis,WR,1925,169,-1756,0,0,0
2978124,D.J. Foster,RB,1928,169,-1759,0,0,0
3124069,Isaiah Ford,WR,1931,169,-1762,0,0,0
3125232,Nick Bawden,RB,1932,169,-1763,0,0,0
2576165,Josh Ferguson,RB,1933,169,-1764,0,0,0
2512593,Clive Walford,TE,1937,169,-1768,0,0,0
2974339,Austin Carr,WR,1939,169,-1770,0,0,0
2971426,Sean Culkin,TE,1940,169,-1771,0,0,0
2974365,Danny Vitale,RB,1942,169,-1773,0,0,0
4329471,J.J. Jones,WR,1943,169,-1774,0,0,0
3056906,Johnny Holton,WR,1944,169,-1775,0,0,0
3066074,Chad Hansen,WR,1947,169,-1778,0,0,0
2515962,DeAndrew White,WR,1950,169,-1781,0,0,0
3115330,Josh Malone,WR,1951,169,-1782,0,0,0
2573343,Trevor Davis,WR,1952,169,-1783,0,0,0
3116680,Austin Proehl,WR,1953,169,-1784,0,0,0
3117131,Detrez Newsome,RB,1955,169,-1786,0,0,0
2978244,Ricky Ortiz,RB,1957,169,-1788,0,0,0
2968204,Cole Hikutini,TE,1960,169,-1791,0,0,0
2969241,Ben Braunecker,TE,1962,169,-1793,0,0,0
3124079,Cam Phillips,WR,1964,169,-1795,0,0,0
3051650,Darvin Kidsy,WR,1967,169,-1798,0,0,0
3126367,Bo Scarbrough,RB,1968,169,-1799,0,0,0
3128251,Simmie Cobbs Jr.,WR,1970,169,-1801,0,0,0
2971280,Evan Baylis,TE,1971,169,-1802,0,0,0
3128843,Alex McGough,QB,1973,169,-1804,0,0,0
3129455,Donnie Ernsberger,TE,1974,169,-1805,0,0,0
2980077,Jonathan Williams,RB,1975,169,-1806,0,0,0
3155188,Vyncint Smith,WR,1976,169,-1807,0,0,0
3052143,Khalfani Muhammad,RB,1977,169,-1808,0,0,0
3894883,Isaac Whitney,WR,1978,169,-1809,0,0,0
2980148,C.J. Prosise,RB,1980,169,-1811,0,0,0
3052450,Danny Etling,QB,1982,169,-1813,0,0,0
3928461,De'Lance Turner,RB,1983,169,-1814,0,0,0
2972283,Tra Carson,RB,1984,169,-1815,0,0,0
3936647,Ross Travis,TE,1986,169,-1817,0,0,0
4198679,Krishawn Hogan,WR,1988,169,-1819,0,0,0
2971589,Paul Perkins,RB,1990,169,-1821,0,0,0
2970090,Trey Edmunds,RB,1992,169,-1823,0,0,0
3056476,Victor Bolden,WR,1994,169,-1825,0,0,0
3047488,Matt Flanagan,TE,1995,169,-1826,0,0,0
2579604,Phillip Dorsett II,WR,2034,169,-1865,0,0,0
14402,Chris Hogan,WR,2035,169,-1866,0,0,0
16793,Cody Latimer,WR,2036,169,-1867,0,0,0
4036163,Kelvin Harmon,WR,2037,169,-1868,0,0,0
2518678,Justin Hardy,WR,2038,169,-1869,0,0,0
16121,Luke Willson,TE,2039,169,-1870,0,0,0
3045225,Jake Butt,TE,2040,169,-1871,0,0,0
2576389,Jeff Heuerman,TE,2041,169,-1872,0,0,0
3124537,KeeSean Johnson,WR,2042,169,-1873,0,0,0
3139522,Travis Fulgham,WR,2043,169,-1874,0,0,0
2576179,Matt LaCosse,TE,2044,169,-1875,0,0,0
3933327,Kahale Warring,TE,2045,169,-1876,0,0,0
16845,Ryan Grant,WR,2046,169,-1877,0,0,0
15555,Josh Bellamy,WR,2047,169,-1878,0,0,0
3915536,Mike Weber,RB,2048,169,-1879,0,0,0
16020,Spencer Ware,RB,2049,169,-1880,0,0,0
3884368,James Williams,RB,2050,169,-1881,0,0,0
14099,Luke Stocker,TE,2051,169,-1882,0,0,0
3059766,Deon Yelder,TE,2052,169,-1883,0,0,0
14135,Anthony Sherman,RB,2053,169,-1884,0,0,0
16995,Bennie Fowler,WR,2054,169,-1885,0,0,0
15653,Jamize Olawale,RB,2055,169,-1886,0,0,0
4035222,Trayveon Williams,RB,2056,169,-1887,0,0,0
2577189,Brett Hundley,QB,2057,169,-1888,0,0,0
14100,Dwayne Harris,WR,2058,169,-1889,0,0,0
3059989,Nick Mullens,QB,2059,169,-1890,0,0,0
16724,Blake Bortles,QB,2060,169,-1891,0,0,0
3699935,Devine Ozigbo,RB,2061,169,-1892,0,0,0
16786,Richard Rodgers,TE,2062,169,-1893,0,0,0
2511109,Trevor Siemian,QB,2063,169,-1894,0,0,0
16140,Ryan Griffin,QB,2064,169,-1895,0,0,0
2517017,Sean Mannion,QB,2065,169,-1896,0,0,0
3929927,Karan Higdon,RB,2066,169,-1897,0,0,0
3042876,Ryan Finley,QB,2067,169,-1898,0,0,0
15921,Kenjon Barner,RB,2068,169,-1899,0,0,0
2576336,Ameer Abdullah,RB,2069,169,-1900,0,0,0
3919104,Kerrith Whyte,RB,2088,169,-1919,0,0,0
3128317,Juwann Winfree,WR,2093,169,-1924,0,0,0
3134314,Austin Roberts,TE,2094,169,-1925,0,0,0
3924318,Emanuel Hall,WR,2097,169,-1928,0,0,0
3932433,Alize Mack,TE,2098,169,-1929,0,0,0
4035014,Isaac Nauta,TE,2099,169,-1930,0,0,0
3139591,Quinton Flowers,RB,2100,169,-1931,0,0,0
3722362,Brett Rypien,QB,2101,169,-1932,0,0,0
3921970,Sutton Smith,RB,2105,169,-1936,0,0,0
3915381,John Kelly,RB,2106,169,-1937,0,0,0
4038938,Dillon Mitchell,WR,2107,169,-1938,0,0,0
3929855,Chris Warren,RB,2109,169,-1940,0,0,0
3124964,Marcus Green,WR,2110,169,-1941,0,0,0
3932420,Josh Adams,RB,2111,169,-1942,0,0,0
3705353,Rodney Anderson,RB,2112,169,-1943,0,0,0
3932936,Caleb Wilson,TE,2118,169,-1949,0,0,0
4035006,Elijah Holyfield,RB,2119,169,-1950,0,0,0
3115315,Duke Williams,WR,2121,169,-1952,0,0,0
3116144,Clayton Thorson,QB,2123,169,-1954,0,0,0
3116172,Trace McSorley,QB,2124,169,-1955,0,0,0
4037235,Greg Dortch,WR,2125,169,-1956,0,0,0
3048680,Taquan Mizzell,RB,2126,169,-1957,0,0,0
3052662,Keith Ford,RB,2128,169,-1959,0,0,0
3042435,Kevin White,WR,2130,169,-1961,0,0,0
3051857,J'Mon Moore,WR,2131,169,-1962,0,0,0
3045164,Jester Weah,WR,2132,169,-1963,0,0,0
2972092,Kyle Sloter,QB,2135,169,-1966,0,0,0
13484,Joe Webb,QB,2139,169,-1970,0,0,0
17421,Senorise Perry,RB,2141,169,-1972,0,0,0
16809,Garrett Gilbert,QB,2143,169,-1974,0,0,0
2513030,Geremy Davis,WR,2144,169,-1975,0,0,0
8416,Alex Smith,QB,2145,169,-1976,0,0,0
16227,Russell Shepard,WR,2149,169,-1980,0,0,0
16252,Tyler Bray,QB,2150,169,-1981,0,0,0
2521161,Zach Zenner,RB,2151,169,-1982,0,0,0
16763,Jordan Matthews,TE,2154,169,-1985,0,0,0
2591718,Marken Michel,WR,2157,169,-1988,0,0,0
2512197,Rod Smith,RB,2160,169,-1991,0,0,0
3843217,Chandler Cox,RB,2164,169,-1995,0,0,0
3930901,Bruce Anderson,RB,2167,169,-1998,0,0,0
3932442,Equanimeous St. Brown,WR,2168,169,-1999,0,0,0
3916925,Kerryon Johnson,RB,2169,169,-2000,0,0,0
4034949,Eddy Pineiro,K,2170,169,-2001,0,0,0
3931398,Bryce Love,RB,2171,169,-2002,0,0,0
4212909,David Moore,WR,2172,169,-2003,0,0,0
4261020,Trenton Cannon,RB,2173,169,-2004,0,0,0
3915115,Jordan Scarlett,RB,2174,169,-2005,0,0,0
3932449,Dexter Williams,RB,2175,169,-2006,0,0,0
4035015,Riley Ridley,WR,2176,169,-2007,0,0,0
3916071,Gary Jennings,WR,2177,169,-2008,0,0,0
3123944,Qadree Ollison,RB,2178,171,-2007,0,0,0
3915097,Antonio Callaway,WR,2179,169,-2010,0,0,0
3917940,Hakeem Butler,TE,2180,169,-2011,0,0,0
4361606,Darwin Thompson,RB,2181,169,-2012,0,0,0
3923397,Ryquell Armstead,RB,2182,169,-2013,0,0,0
3915823,Keke Coutee,WR,2183,170,-2013,0,0,0
3127306,Dante Pettis,WR,2184,169,-2015,0,0,0
3115913,Geronimo Allison,WR,2185,169,-2016,0,0,0
3116721,Jaylen Samuels,RB,2187,170,-2017,0,0,0
3052413,Matthew McCrane,K,2189,169,-2020,0,0,0
3125116,D'Onta Foreman,RB,2190,169,-2021,0,0,0
3059918,Rodney Adams,WR,2191,169,-2022,0,0,0
3054845,Robert Foster,WR,2192,169,-2023,0,0,0
3060022,Jordan Howard,RB,2193,169,-2024,0,0,0
3115365,Trey Quinn,WR,2195,169,-2026,0,0,0
3123052,Michael Badgley,K,2197,170,-2027,0,0,0
3123969,Ito Smith,RB,2198,169,-2029,0,0,0
3843750,Derrius Guice,RB,2199,169,-2030,0,0,0
3068939,Aldrick Rosas,K,2200,169,-2031,0,0,0
3042429,Wendell Smallwood,RB,2201,169,-2032,0,0,0
3043234,Zane Gonzalez,K,2202,169,-2033,0,0,0
3042494,Elijah McGuire,RB,2203,169,-2034,0,0,0
3047490,Janarion Grant,WR,2204,169,-2035,0,0,0
3040146,Akrum Wadley,RB,2205,169,-2036,0,0,0
2577253,Javorius Allen,RB,2206,169,-2037,0,0,0
2969962,Duke Johnson,RB,2207,169,-2038,0,0,0
2970038,David Grinnage,TE,2208,169,-2039,0,0,0
2977644,Todd Gurley II,RB,2209,169,-2040,0,0,0
2976516,T.J. Yeldon,RB,2210,169,-2041,0,0,0
2977609,Devin Funchess,WR,2211,169,-2042,0,0,0
16945,De'Anthony Thomas,WR,2214,169,-2045,0,0,0
17437,Taylor Gabriel,WR,2215,169,-2046,0,0,0
16821,David Fales,QB,2217,169,-2048,0,0,0
17082,Cody Parkey,K,2218,169,-2049,0,0,0
16880,TJ Jones,WR,2219,169,-2050,0,0,0
16944,Devonta Freeman,RB,2220,169,-2051,0,0,0
16974,Trey Burton,TE,2222,169,-2053,0,0,0
2573300,Jay Ajayi,RB,2223,169,-2054,0,0,0
16899,Quincy Enunwa,WR,2224,169,-2055,0,0,0
2576019,Josh Doctson,WR,2226,169,-2057,0,0,0
15825,Le'Veon Bell,RB,2232,169,-2063,0,0,0
16804,John Brown,WR,2234,170,-2064,0,0,0
15853,Vance McDonald,TE,2237,169,-2068,0,0,0
15860,Jordan Reed,TE,2238,169,-2069,0,0,0
16040,C.J. Anderson,RB,2241,169,-2072,0,0,0
16486,Brett Maher,K,2244,169,-2075,0,0,0
16730,Kelvin Benjamin,TE,2245,169,-2076,0,0,0
15788,Tyler Eifert,TE,2246,169,-2077,0,0,0
15994,Theo Riddick,RB,2247,169,-2078,0,0,0
16781,Paul Richardson Jr.,WR,2248,169,-2079,0,0,0
16787,Marqise Lee,WR,2249,169,-2080,0,0,0
16791,Donte Moncrief,WR,2250,169,-2081,0,0,0
16016,Kenny Stills,WR,2251,169,-2082,0,0,0
15966,Chris Thompson,RB,2252,169,-2083,0,0,0
14875,Robert Griffin III,QB,2253,169,-2084,0,0,0
14886,Lamar Miller,RB,2254,169,-2085,0,0,0
14198,Dion Lewis,RB,2257,169,-2088,0,0,0
14322,Dan Bailey,K,2258,169,-2089,0,0,0
14894,Robert Turbin,RB,2259,169,-2090,0,0,0
13216,Demaryius Thomas,WR,2262,169,-2093,0,0,0
14269,Dontrelle Inman,WR,2263,169,-2094,0,0,0
13994,Cam Newton,QB,2266,169,-2097,0,0,0
14816,Kai Forbath,K,2267,169,-2098,0,0,0
14007,Lance Kendricks,TE,2268,169,-2099,0,0,0
14912,Alshon Jeffery,WR,2272,169,-2103,0,0,0
14083,Bruce Miller,RB,2273,169,-2104,0,0,0
14129,Bilal Powell,RB,2274,169,-2105,0,0,0
15009,Alfred Morris,RB,2275,169,-2106,0,0,0
15062,Travis Benjamin,WR,2276,169,-2107,0,0,0
13217,Golden Tate,WR,2277,169,-2108,0,0,0
13215,Dez Bryant,WR,2278,169,-2109,0,0,0
15091,Randy Bullock,K,2279,170,-2109,0,0,0
10453,Ted Ginn Jr.,WR,2281,169,-2112,0,0,0
12563,Michael Crabtree,WR,2283,169,-2114,0,0,0
10452,Adrian Peterson,RB,2284,169,-2115,0,0,0
10456,Marshawn Lynch,RB,2285,169,-2116,0,0,0
1097,Adam Vinatieri,K,2286,169,-2117,0,0,0
10475,Greg Olsen,TE,2287,169,-2118,0,0,0
2580,Drew Brees,QB,2288,169,-2119,0,0,0
3609,Josh McCown,QB,2289,169,-2120,0,0,0
10621,Nick Folk,K,2290,170,-2120,0,0,0
4333,Matt Bryant,K,2291,169,-2122,0,0,0
11128,Matt Moore,QB,2292,169,-2123,0,0,0
5526,Eli Manning,QB,2293,169,-2124,0,0,0
5528,Larry Fitzgerald,WR,2294,169,-2125,0,0,0
5529,Philip Rivers,QB,2295,169,-2126,0,0,0
5557,Ben Watson,TE,2296,169,-2127,0,0,0
11394,Josh Johnson,QB,2298,169,-2129,0,0,0
11674,Danny Amendola,WR,2300,169,-2131,0,0,0
8461,Mike Nugent,K,2301,169,-2132,0,0,0
11923,Stephen Hauschka,K,2302,169,-2133,0,0,0
8479,Frank Gore,RB,2303,169,-2134,0,0,0
8544,Darren Sproles,RB,2304,169,-2135,0,0,0
12514,LeSean McCoy,RB,2305,169,-2136,0,0,0
12649,Julian Edelman,WR,2306,169,-2137,0,0,0
9704,Stephen Gostkowski,K,2307,169,-2138,0,0,0
9761,Delanie Walker,TE,2309,169,-2140,0,0,0
3087801,Nick Fitzgerald,QB,2310,169,-2141,0,0,0
3917546,Penny Hart,WR,2311,169,-2142,0,0,0
3123074,Tyre Brady,WR,2312,169,-2143,0,0,0
3915575,Kelvin McKnight,WR,2313,169,-2144,0,0,0
3886636,Alex Barnes,RB,2316,169,-2147,0,0,0
4049301,Anthony Johnson,WR,2318,169,-2149,0,0,0
3915230,C.J. Conrad,TE,2319,169,-2150,0,0,0
3119471,Emmanuel Butler,WR,2320,169,-2151,0,0,0
4035102,Damarea Crockett,RB,2321,169,-2152,0,0,0
4241723,Damion Willis,WR,2323,169,-2154,0,0,0
3116642,Reggie Bonnafon,RB,2324,169,-2155,0,0,0
3120980,Keelan Doss,WR,2325,169,-2156,0,0,0
4420894,Christian Wade,RB,2326,169,-2157,0,0,0
3843603,Jazz Ferguson,WR,2327,169,-2158,0,0,0
3917960,Steven Sims,WR,2328,169,-2159,0,0,0
